,0
2006-01-31,
2006-02-28,-0.02479860052294117
2006-03-31,0.029097775058169767
2006-04-28,0.09520205989466231
2006-05-31,-0.06302986242478731
2006-06-30,-0.017015484996183695
2006-07-31,0.02763273648501003
2006-08-31,-0.0012097435032194636
2006-09-29,-0.018024612869135422
2006-10-31,0.02797082107195356
2006-11-30,0.04320784839960098
2006-12-29,0.016094346510432955
2007-01-31,0.009366423549124944
2007-02-28,-0.02331983494647167
2007-03-30,0.03708069553495832
2007-04-30,0.03739894209971659
2007-05-31,0.038433562958454646
2007-06-29,0.012238137244023065
2007-07-31,-0.011099522808570858
2007-08-31,-1.2471004081885103e-05
2007-09-28,0.07450983434468608
2007-10-31,0.08320098393359113
2007-11-30,-0.07086206915221752
2007-12-31,-0.005499999537646689
2008-01-31,0.041488421497235035
2008-02-29,0.023315859065878013
2008-03-31,-0.010017183571384489
2008-04-30,-0.03163681385077192
2008-05-30,0.018369538351718655
2008-06-30,-0.015375022381597988
2008-07-31,0.002076665979069792
2008-08-29,-0.012575334433268042
2008-09-30,0.00514461926171693
2008-10-31,-0.012350317951184756
2008-11-28,0.10235748889315238
2008-12-31,0.08154983703118526
2009-01-30,-0.06968121903362337
2009-02-27,-0.009771876040909887
2009-03-31,0.035406768106361224
2009-04-30,-0.041588355826183185
2009-05-29,0.018472534993073025
2009-06-30,-0.04283179413321296
2009-07-31,0.09413492713307259
2009-08-31,0.0037423187278463966
2009-09-30,0.0744463231171566
2009-10-30,-0.03204686054143059
2009-11-30,0.056458825306799174
2009-12-31,0.018253153261429067
2010-01-29,-0.06228493373859233
2010-02-26,0.034371316380251496
2010-03-31,0.07958840995803695
2010-04-30,0.038856562307461026
2010-05-31,-0.021294905679081978
2010-06-30,-0.013143868584361597
2010-07-30,-0.029986045193458342
2010-08-31,0.032758202256711604
2010-09-30,-0.007796787170293975
2010-10-29,0.007100920557840892
2010-11-30,0.0008423466114598679
2010-12-31,-0.0061275870345726905
2011-01-31,-0.05194374037161763
2011-02-28,0.0332942208705838
2011-03-31,-0.013592013774481014
2011-04-29,0.027641309425307348
2011-05-31,-0.014864641785291469
2011-06-30,-0.021955949496789744
2011-07-29,-0.006276912469697875
2011-08-31,0.039949304596753436
2011-09-30,0.0052801174709602924
2011-10-31,0.0095530372325686
2011-11-30,0.018303260039839737
2011-12-30,-0.03557511773758805
2012-01-31,0.005391532907958605
2012-02-29,-0.027626436174201928
2012-03-30,0.008350132946587704
2012-04-30,0.01242730019681856
2012-05-31,-0.06474939705077895
2012-06-29,0.008765844337514254
2012-07-31,-7.5984148950507605e-06
2012-08-31,0.014933453555039257
2012-09-28,0.017799382303242916
2012-10-31,-0.03396536554080403
2012-11-30,0.008065881172734022
2012-12-31,-0.013703814959736773
2013-01-31,0.049358992803698105
2013-02-28,-0.002598602012417601
2013-03-29,0.02918858778467042
2013-04-30,0.022816677722264082
2013-05-31,0.0034571501947967525
2013-06-28,-0.011234937448426945
2013-07-31,0.06110214280899946
2013-08-30,-0.03074775106301722
2013-09-30,0.04622236852551823
2013-10-31,0.03800334286825138
2013-11-29,0.037361309592361704
2013-12-31,0.025045983035540287
2014-01-31,-0.023059427130872615
2014-02-28,0.04979343057694789
2014-03-31,-0.01819968770914844
2014-04-30,-0.01903578071353489
2014-05-30,0.032074123455127765
2014-06-30,0.024843881940751843
2014-07-31,-0.00319915703473029
2014-08-29,0.048678318292565526
2014-09-30,-0.01413524646794713
2014-10-31,0.02732674119575666
2014-11-28,0.036312986732647254
2014-12-31,0.010673075820177819
2015-01-30,0.04837685180897759
2015-02-27,0.0039764827916356285
2015-03-31,-0.0069670391264189755
2015-04-30,-0.005925887833482057
2015-05-29,0.0013404536010692553
2015-06-30,-0.007934328653425537
2015-07-31,0.016542412970817367
2015-08-31,-0.06556663670988191
2015-09-30,0.0157921368648841
2015-10-30,-0.0063692943837542
2015-11-30,-0.002324660835608761
2015-12-31,-0.016653358011047805
2016-01-29,-0.0691044465174288
2016-02-29,0.019565112863077095
2016-03-31,-0.0007402740927827864
2016-04-29,-0.0032888576480351785
2016-05-31,-0.017845448711224746
2016-06-30,0.07728495937741245
2016-07-29,0.02054347549048628
2016-08-31,-0.01963769848208144
2016-09-30,0.014844268300853732
2016-10-31,-0.029171772525152545
2016-11-30,0.04359214744309453
2016-12-30,0.01898021760663066
2017-01-31,0.012515643932369862
2017-02-28,0.03335468399705958
2017-03-31,0.01262845281939966
2017-04-28,0.022060476475395947
2017-05-31,0.019358181737725945
2017-06-30,-0.007053097082363325
2017-07-31,0.02455716724547774
2017-08-31,0.022164796660164902
2017-09-29,-0.0016046208194132427
2017-10-31,0.0396943541736903
2017-11-30,0.008051358993772403
2017-12-29,0.020295662947184444
2018-01-31,0.0854711812976216
2018-02-28,-0.03308808962124121
2018-03-30,-0.019241708599808408
2018-04-30,-0.011356493377432157
2018-05-31,0.05954011510289346
2018-06-29,0.008363109590143893
2018-07-31,0.021354168223510044
2018-08-31,0.04981098520930571
2018-09-28,-0.013909982648210445
2018-10-31,-0.09923409494624844
2018-11-30,0.0133003649287457
2018-12-31,0.0073947227346928095
2019-01-31,0.0056971843337472496
2019-02-28,-0.0081022821893724
2019-03-29,0.036412083168567554
2019-04-30,-0.010267685518653777
2019-05-31,0.026471412636447186
2019-06-28,0.011279516583869482
2019-07-31,0.0014220663158483358
2019-08-30,0.09757644652478342
2019-09-30,-0.030077027157793985
2019-10-31,0.013698080057203988
2019-11-29,0.016825785091552366
2019-12-31,0.006423501554676832
2020-01-31,0.03800125629146209
2020-02-28,-0.03129649825738164
2020-03-31,0.029650411341136426
2020-04-30,0.0051385052928868795
2020-05-29,0.014517108598211882
2020-06-30,0.026998334013042448
2020-07-31,0.09546973945926186
2020-08-31,0.03864212619119206
2020-09-30,-0.049211219800179444
2020-10-30,-0.016198098130653593
2020-11-30,0.013254461107482025
2020-12-31,0.06882215030699093
2021-01-29,0.03893147309466049
2021-02-26,0.03307592002006695
2021-03-31,0.0027826968722743407
2021-04-30,0.040455686158003504
2021-05-31,0.005257891355720833
2021-06-30,0.013593832065186726
2021-07-30,0.002185570546708168
2021-08-31,0.03386437164004654
2021-09-30,-0.05151212087214651
2021-10-29,0.07420750719290298
2021-11-30,0.00457394725730384
2021-12-31,0.030582999173683442
2022-01-31,-0.06766772130574135
2022-02-28,-0.0295168471114187
2022-03-31,0.0127255799503041
2022-04-29,-0.049419558721907744
2022-05-31,-0.0326154776610677
2022-06-30,-0.0086342695992924
2022-07-29,0.0296146733338107
2022-08-31,-0.0385386179508767
2022-09-30,-0.0473496138279123
2022-10-31,-0.0145400734240116
2022-11-30,0.0361225497568624
2022-12-30,-0.0376727622747455
2023-01-31,0.071311023223155
2023-02-28,-0.024630629743194226
2023-03-31,-0.001439727640866511
2023-04-28,0.019349494419515785
2023-05-31,-0.027513103149536082
2023-06-30,0.01842388381995129
2023-07-31,0.03194431760494258
2023-08-31,-0.028246877868047644
2023-09-29,-0.04872553469685408
2023-10-31,-0.02128280599921245
2023-11-30,0.05886444420537326
2023-12-29,0.050100178563049436
2024-01-31,0.01692240449251755
2024-02-29,0.052461257844928125
2024-03-29,0.02425688029912518
2024-04-30,-0.04173390928519907
2024-05-31,0.03699968002106779
2024-06-28,0.03214231736332942
2024-07-31,0.00016490882257842992
2024-08-30,0.008745362740213541
2024-09-30,0.034933546562797756
2024-10-31,0.018097208535323067
2024-11-29,0.014370451891077834
2024-12-31,-0.045079702472331826
2025-01-31,0.02464998498417251
2025-02-28,-0.0030556453307683668
2025-03-31,0.019373930305726934
2025-04-30,0.024627547875760127
2025-05-30,0.020310226145674338
2025-06-30,0.02692527919020263
2025-07-31,0.0062983624791938895
2025-08-29,0.04705732933708412
2025-09-30,0.06723457809440381
2025-10-31,0.03558317183678777
2025-11-28,0.01080461641035104
2025-12-31,0.005267173589523192
2026-01-30,0.0588618743075913
2026-02-27,0.06806146019885223
