,Shared_120d,Shared_180d,Shared_252d,Best_Static_ETF_Level,SPY_BuyHold,Portfolio_60_40,EqualWeight_ETFs,DBMF,KMLM,RPAR
2021-01-29,0.0251812205837529,0.0389314730946604,-0.0169379626176321,0.0251812205837529,-0.010190274002153,-0.010482470144229119,-0.0018352508490273745,-0.0011736863115081597,0.005785312074056526,-0.012184740026747298
2021-02-26,0.0330759200200669,0.0330759200200669,0.0287358515367643,0.0287358515367643,0.0278056297669968,0.007230016764165639,-0.003097249960407387,0.0444182954052017,0.05812256194776433,-0.018290282272778957
2021-03-31,0.0027826968722743,0.0027826968722743,0.015692932290531,0.015692932290531,0.0453991577299639,0.017696718104910577,0.0008309078348941248,0.029177814445950467,-0.019328518454611032,-0.014041055815643855
2021-04-30,0.0147069010216351,0.0404556861580035,0.039781233421966,0.0351694104766707,0.0529101742802671,0.0357511587225747,0.030250918489414153,0.022447454404368683,0.06064995900794257,0.028609308923347454
2021-05-31,0.0052578913557208,0.0052578913557208,-0.0052139529060574,0.0029709531100871,0.0065663306767895,0.005639125047547699,0.01620380062727721,0.02890424453358076,0.00010248944477897481,0.02973867791274687
2021-06-30,0.0211366342641759,0.0135938320651867,0.0135938320651867,0.0347865245600116,0.0224275889312057,0.01754687456793318,0.01067537977743854,-0.013024253863863744,-0.0021176598067739194,0.01776868237137741
2021-07-30,0.026141454698848,0.0021855705467081,-0.0007180880821074,-0.0192880561277761,0.0244122886061519,0.02260839750703506,0.005309754923355337,0.007405292714397049,-0.028272164613600714,0.023751005996203167
2021-08-31,0.0352837348373719,0.0338643716400465,0.0338643716400465,0.0352837348373719,0.0297599437322755,0.01627812563711606,0.014503870340281451,-0.026442211629295942,-0.0035927761064904473,0.0024000284209286793
2021-09-30,-0.0515121208721465,-0.0515121208721465,-0.0407032954064219,-0.0515121208721465,-0.0466055362878787,-0.034351409521700904,-0.03510790123365118,-0.0013598189707023645,0.024816099841592498,-0.032384524424941996
2021-10-29,0.0529170734703911,0.0742075071929029,0.0742075071929029,0.0529170734703911,0.0701637501964351,0.0403264250991619,0.0336055576126784,0.041674158513847814,0.03808216973398948,0.036822482568447557
2021-11-30,0.0045739472573038,0.0045739472573038,-0.0220707311264539,0.0045739472573038,-0.008035091647334,-0.00045274884412948007,-0.01073138411764214,-0.0237358930439332,-0.05356560444455849,0.001197096792297403
2021-12-31,0.0305829991736834,0.0305829991736834,0.0305829991736834,0.0305829991736834,0.0462477924532995,0.025652570223238337,0.018384912066557724,0.004138368375874446,-0.006114302522498893,0.012375893653039594
2022-01-31,-0.0676677213057413,-0.0676677213057413,-0.0676677213057413,-0.0676677213057413,-0.0527412908946967,-0.040097025820420504,-0.043646307936323535,0.003992929640846743,0.05037721307650078,-0.0386760474126161
2022-02-28,-0.0295168471114187,-0.0295168471114187,-0.0295168471114187,-0.0295168471114187,-0.0295168471114187,-0.018926459507209982,-0.01244850935402945,0.031080922876140393,0.039518622262421754,-0.00041505814519904316
2022-03-31,0.0127255799503041,0.0127255799503041,0.0127255799503041,0.0127255799503041,0.0375903621579705,0.006310506498421301,-0.0018881098213299873,0.07069845150557197,0.0913426699529496,-0.012565903769976572
2022-04-29,-0.0494195587219077,-0.0494195587219077,-0.0494195587219077,-0.0494195587219077,-0.0877690845479994,-0.06957450607723371,-0.07608551996451812,0.10586514805894631,0.09753633150330421,-0.08410817467606213
2022-05-31,-0.0326154776610677,-0.0326154776610677,-0.0326154776610677,-0.0326154776610677,0.0022572247977319,0.0038279331593600602,-0.004316616054207437,-0.009804015655475173,0.019100907101632814,-0.018458600884183385
2022-06-30,-0.0086342695992924,-0.0086342695992924,-0.0086342695992924,-0.0086342695992924,-0.0824603803458756,-0.052929936047242325,-0.053935689643096536,0.03481322502155115,-0.01443939591393284,-0.06913270132640947
2022-07-29,0.0296146733338107,0.0296146733338107,0.0296146733338107,0.0296146733338107,0.0920873707247411,0.06709829176836894,0.04993477301348973,-0.03580246922613639,-0.024992883472022442,0.06349209094911212
2022-08-31,-0.0385386179508767,-0.0385386179508767,-0.0385386179508767,-0.0385386179508767,-0.0408017877963466,-0.03989651985815864,-0.03751058858615519,0.027208687231306206,0.08691809439641451,-0.04862784509322826
2022-09-30,-0.0473496138279123,-0.0473496138279123,-0.0473496138279123,-0.0473496138279123,-0.0924460406877262,-0.07440746994380064,-0.08257539531851603,0.057650335414236586,0.03984825110197732,-0.10980081715327328
2022-10-31,-0.0145400734240116,-0.0145400734240116,-0.0145400734240116,-0.0145400734240116,0.0812754876580155,0.042949263225204655,0.022501331085750788,0.009723112136298395,-0.014077188925967432,0.016157411472431438
2022-11-30,0.0361225497568624,0.0361225497568624,0.0361225497568624,0.0361225497568624,0.0555916290991196,0.04780399736221672,0.07664957163701035,-0.08841555117429356,-0.10047597406403075,0.08801795120826439
2022-12-30,-0.0611675579549691,-0.0376727622747455,-0.0376727622747455,-0.0400325914104727,-0.0576281600402543,-0.04052924093635078,-0.0336481424354651,0.004160150147878072,-0.03219896623280172,-0.023929456265186055
2023-01-31,0.071311023223155,0.071311023223155,0.071311023223155,0.071311023223155,0.0628870921749136,0.05205683638555876,0.07733422608843399,-0.03229138492086259,-0.02880520159865041,0.06763265249826156
2023-02-28,-0.0435294923260555,-0.0246306297431942,-0.0392332050843403,-0.0435294923260555,-0.0251424461872346,-0.02816866116316396,-0.03591106707825776,0.007454699911955798,0.017526166376831354,-0.049270959700249195
2023-03-31,0.054853897286292,-0.0014397276408665,0.054853897286292,0.0258251833830333,0.0370776624613344,0.03713103483816808,0.03897020135291172,-0.07329098890662222,-0.023517740206908555,0.038597982718881596
2023-04-28,0.0195100714601113,0.0193494944195157,0.0193494944195157,0.0122546637963326,0.0159750658291928,0.01284397993505288,0.005533884248112388,0.009886058588784774,0.04545452053408883,0.003578620283983147
2023-05-31,0.0094873508749807,-0.027513103149536,-0.027513103149536,-0.0041046226178002,0.0046161307261942,-0.0029835469870561604,-0.005844638668969049,0.005647429662448911,0.014276425618654942,-0.034131405131759274
2023-06-30,0.0184238838199512,0.0184238838199512,0.0184238838199512,0.0184238838199512,0.0647998914924345,0.033858809257911335,0.033075667616754116,0.03444404772641452,-0.0253359122876341,0.023871039653212467
2023-07-31,0.0351579033221826,0.0319443176049425,0.0351579033221826,0.0351579033221826,0.0327332364381103,0.01703337092435518,0.0263498546579644,-0.0036190988798899815,0.006958131259524825,0.009880345514950095
2023-08-31,-0.0156923533687097,-0.0282468778680476,-0.0282468778680476,-0.0156923533687097,-0.0162519310172231,-0.01267478948120058,-0.029879591848426125,0.003268971951952082,0.014667533965166957,-0.03501552290738141
2023-09-29,-0.048725534696854,-0.048725534696854,-0.0427945136509022,-0.048725534696854,-0.0474345485119671,-0.0410159885638649,-0.04786362473508435,0.046343214548160816,0.04625763640556113,-0.05796531482666145
2023-10-31,-0.0212828059992124,-0.0212828059992124,-0.0212828059992124,-0.0212828059992124,-0.021708635534843,-0.0207362577775062,-0.0217058816990024,-0.0038060345122887806,-0.006754766782645305,-0.03655052416121174
2023-11-30,0.0588644442053732,0.0588644442053732,0.0588644442053732,0.0588644442053732,0.0913439111679923,0.07302423351220866,0.07772141593231005,-0.052101469491595775,-0.059041583866563885,0.07605194622868416
2023-12-29,0.0501001785630494,0.0501001785630494,0.0501001785630494,0.0501001785630494,0.0456551783824956,0.04248224052667684,0.05616896281976745,-0.02862458485258801,-0.05321954337604973,0.06477222397533611
2024-01-31,0.0169224044925175,0.0169224044925175,0.0169224044925175,0.0058943665032138,0.015926545158645,0.00984643305201588,-0.011327612152946387,0.024456580146881457,-0.010062391707594376,-0.019341206797558574
2024-02-29,0.0524612578449281,0.0524612578449281,0.0524612578449281,0.0403392252364815,0.0521868416797122,0.0229814741023232,0.024253493655625985,0.03637736933639424,0.023834458496543087,-0.004264308384957616
2024-03-29,0.0242568802991251,0.0242568802991251,0.0242568802991251,0.0242568802991251,0.0327018593265673,0.0225538730611797,0.0304010743548292,0.05444376311446231,0.0232797401232252,0.03396769711433034
2024-04-30,-0.041733909285199,-0.041733909285199,-0.041733909285199,-0.041733909285199,-0.0403195650606165,-0.0367108041843071,-0.031638915083920915,0.04358443505799836,0.04181997200236487,-0.03607567270229384
2024-05-31,0.0348907872056727,0.0369996800210677,0.0551290265034927,0.0551290265034927,0.0505797099739155,0.037548499300952456,0.03695756370790971,-0.009689306729453562,-0.04945405143789161,0.03403322692605126
2024-06-28,0.047710664667594,0.0321423173633294,0.047710664667594,0.047710664667594,0.0352800442553782,0.02603602185060176,0.015705593131631987,0.022777941555148562,-0.014864846602460235,0.005577599034594982
2024-07-31,0.0001649088225784,0.0001649088225784,0.0001649088225784,0.0001649088225784,0.0121091713140257,0.01885437146526478,0.03149961372775941,-0.037258964407181794,0.019204365624971187,0.029519305191017864
2024-08-30,0.0025702968282126,0.0087453627402135,0.0159019414667137,0.0159019414667137,0.0233655484083095,0.01940238146613778,0.0144241043165422,-0.03075320397017245,-0.020188332622398386,0.01525187520579685
2024-09-30,0.0349335465627977,0.0349335465627977,0.0401511345987457,0.0401511345987457,0.0210046615649182,0.018132896454385358,0.025535042923924327,0.0117531549613481,0.003777450203421129,0.03670742260628068
2024-10-31,0.018097208535323,0.018097208535323,0.0230806053119748,-0.0207109398129431,-0.0089235586202338,-0.01890369576221924,-0.020080854205252737,-0.04265900886439289,-0.036435165326733854,-0.041727445744179414
2024-11-29,0.0143704518910778,0.0143704518910778,0.05715336584039,0.0131749359501977,0.0596335218472248,0.03986376514789576,0.0240965135262209,0.010397279120377467,-0.02325588234808884,0.007240484976615225
2024-12-31,-0.0450797024723318,-0.0450797024723318,-0.0457386419878267,-0.0351408585647333,-0.0240601822297977,-0.02346965770311322,-0.031276197633975156,-0.007632379017177948,0.029858309369638736,-0.05459497280212866
2025-01-31,0.0447250246944796,0.0246499849841725,0.0453737174880304,0.0453737174880304,0.0268564080767204,0.0185800543843238,0.027743493947559126,0.011850181953928063,-0.021708217713695133,0.024886347206936943
2025-02-28,-0.0030556453307683,-0.0030556453307683,0.0011556984005823,-0.0030556453307683,-0.0126948370334503,0.0035819080766913,0.006527632359351324,-0.023045074059877435,-0.01309569965764823,0.029242769202062924
2025-03-31,0.0242597654701776,0.0193739303057269,0.0193739303057269,0.0242597654701776,-0.0557191958638344,-0.0320637663949754,-0.012638138054170037,-0.01630475923273178,0.005528953107670764,0.003236967746013786
2025-04-30,0.0246275478757601,0.0246275478757601,0.0310480405712636,0.0310480405712636,-0.0086702291754967,-0.0009776547300583797,0.008951726420571463,0.0,-0.03519064383842374,-0.011223978673717272
2025-05-30,0.0203102261456743,0.0203102261456743,0.0203102261456743,-0.0093136786263581,0.0628449068528063,0.03274851704690454,0.03126094941671804,-0.0015835556590091393,0.005319131117986764,0.002003197621612385
2025-06-30,0.0136175507758863,0.0269252791902026,0.0269252791902026,0.0269252791902026,0.051386188205714,0.037239565613553044,0.03889034381552311,0.027005228546246096,-0.0032501554157102763,0.03491152874205938
2025-07-31,-0.0134973489003066,0.0062983624791938,-0.0134973489003066,0.0002276281389656,0.0230315073086524,0.011443259563038238,0.0032743633087377374,-0.004663740303891273,-0.00849324520784811,-0.004160325884786653
2025-08-29,0.0357185926150319,0.0470573293370841,0.0265351392165479,0.0187641110408742,0.0205195912572084,0.01890435311740316,0.030060874155189737,0.013276105871065091,0.022179735009445478,0.02375795266184455
2025-09-30,0.0841363067369395,0.0672345780944038,0.0841363067369395,0.0841363067369395,0.0356203695218291,0.0239766634823603,0.04660472834025537,0.057870157149124246,0.007482279708816986,0.04332322795407961
2025-10-31,0.0415656422153507,0.0355831718367877,0.04238219371337,0.0218217362576571,0.0238374584747524,0.01714751960333288,0.024171853838913186,0.03881367889083531,-0.008169374637169269,0.021575223007466837
2025-11-28,0.0108429334502754,0.010804616410351,0.0108429334502754,-0.0166265942980629,0.0019499283249213,0.00512250206848434,0.006567930305359837,0.019034130994141307,0.0,0.002599298086369828
2025-12-31,0.0061992876956605,0.0052671735895231,0.0216491474547311,0.0216491474547311,0.0007974973113689,-0.00256623944097706,0.0029047605728824487,0.010924899962453383,0.020675980725704424,-0.0026045322781698133
2026-01-30,0.0966178125323953,0.0588618743075913,0.0966178125323953,0.0966178125323953,0.0147377816237024,0.00792752941615732,0.04140431704661147,0.04027088701433379,0.0003852917625914998,0.0473193171816626
2026-02-27,0.0680614601988522,0.0680614601988522,0.0680614601988522,0.0680614601988522,-0.0086419652903053,0.00469474118078682,0.029733944929545533,0.07810889816999733,0.042372897544810106,0.054529284360080865
